Aba Boost 1,Aba Boost 2,Aba Boost 3,Aba Boost 4
70847,-39839,153845,47551
113525,249981,69765,47153
112568,252630,76186,45424
111473,246707,83271,35698
110244,240214,90990,26112
128408,153408,151194,-23806
129685,142275,151505,-23742
132758,131912,149516,-23618
63763,-32581,150273,48194
61500,-39596,151322,42790
106233,248539,74913,47977
105552,242754,81862,38925
126888,150394,152212,-12751
128203,139269,152885,-12436
131280,128902,151166,-12216
125207,148211,151999,-2054
126527,137087,152941,-1454
131714,80598,141128,52186
134992,68242,137526,51867
125168,87962,143428,61769
128808,76880,140764,62100
132087,64789,137429,61556
121828,83848,142790,71462
125478,73032,140392,71710
128757,61215,137327,70657
-81502,30216,97060,-11037
-81711,31519,97033,-5429
-81483,33497,96761,-58
-80846,35806,96262,5093
-79742,37748,95626,10362
-78209,38679,95327,16288
-77369,32003,95251,-355
-76738,34302,94752,5284
-75642,36234,94136,10802
-72377,30071,92405,-6607
-72165,32041,92137,-646
-71534,34332,91640,5465
-70437,36255,91029,11548
-68919,37193,90733,17717
-67350,30272,89106,-7153
-67134,32234,88838,-888
-66505,34519,88353,5737
-65422,36436,87754,12314
-63893,37377,87443,18658
-62110,30582,85746,-7419
-61895,32535,85477,-904
-61268,34808,84996,6040
-60191,36717,84405,13004
-56366,31118,82186,-7708
-56168,33084,81918,-922
-55548,35352,81434,6206
-45235,32397,77313,-6209
-44839,34431,76941,823
-44023,36773,76353,8237
-19145,44045,66055,1865
28907,65399,127543,77979
31320,63744,126056,80888
22661,66967,129583,74846
25090,64838,127332,77820
27510,62892,126472,80715
-45106,-3794,77466,-86907
20511,64669,128531,73633
23000,62442,126344,76426
-48158,-2346,74666,-91535
-50982,342,76068,-89413
25376,60096,125356,68513
-51110,-822,71860,-88892
-54185,1941,73385,-86801
-46921,879,69143,-82745
-49953,3715,70783,-80873
-75756,98252,121006,50581
-69012,97010,121956,40595
-17931,69575,170239,-16198
-16202,75448,161152,-15875
-9879,68679,171059,-18530
-8455,74487,162031,-18018
-4554,73522,162910,-19424
-3454,78878,153622,-19194
54918,-61986,102650,49244
65174,-73588,93892,70661
67669,-69377,100473,57211
68133,-75143,93183,68377
68960,-73208,91024,64838
61057,-57257,107589,43983
70905,-76761,92473,65697
62994,-57076,109008,43632
64616,-57090,110780,43164
66563,-61733,108087,48547
64838,60386,109864,9098
74447,877,109563,9334
74339,-2609,107507,8967
70652,61648,108716,8238
72217,57963,109781,7606
80466,-58,108026,9193
80501,-3685,106119,9352
76374,62742,106918,5882
77814,58926,107862,5744
86010,-630,106150,8848
86167,-4397,104393,9566
77839,66449,104143,2087
79054,63280,105352,3030
80352,59330,106150,3418
84401,39091,103631,2486
85101,32353,103379,3715
82319,39195,100965,942
83014,32484,100714,2243
78573,39117,97985,-822
79266,32440,97744,631
71721,38171,94001,-3442
72389,31767,93533,-1542
-26701,28681,76469,-11392
-37650,58982,95150,2932
-37338,53792,90058,-868
-36756,49170,85030,-4372
-37587,57767,93793,-3998
-37002,52580,88928,-7736
-36146,47950,84124,-10773
16408,-66738,98344,-46674
37447,41177,57583,-40167
39948,42066,57190,-33918
44979,43811,57615,-38872
47528,44694,57680,-31698
52591,46599,58045,-36970
55187,47489,58543,-29021
60849,49877,58439,-34964
63493,50755,59379,-26532
65671,51441,60789,-17657
27314,68032,83826,27652
25644,66892,77814,19788
24127,66095,72413,12155
31683,66251,79541,27458
30166,65438,73200,20042
28837,64985,67465,12829
35982,64714,74872,27456
34643,64239,68221,20404
33549,64179,62209,13501
38633,63069,63087,20657
109337,-39095,117751,31473
103858,-41964,117682,24835
103810,-51276,110792,28455
103869,-59393,103367,32666
97350,-44748,117676,18685
97284,-54258,110760,22084
97301,-62567,103313,26539
68471,14123,29649,18783
98611,160453,47295,-57237
98516,162900,59522,-60384
98485,160041,72227,-59122
97871,156053,84399,-57251
67597,11357,29471,12253
69034,12080,37720,20158
94915,163335,75131,-58104
93952,159140,87464,-56353
92256,169536,64588,-57905
91764,166532,77936,-56995
90436,162138,90416,-55449
67394,9816,36434,13725
68713,9875,45455,20884
89351,172625,66873,-56446
88616,169544,80474,-55846
86916,164936,93102,-54472
85747,172527,82849,-54365
83692,167728,95628,-53230
65919,6409,51051,9498
67047,5605,53295,15370
65434,5358,54960,4432
66194,4778,57506,10345
55158,-58648,95644,22586
55710,-49248,82540,15061
50296,-71158,107806,15719
2682,0,103238,-8797
1320,-11290,96666,-10839
204,-15462,90406,-19348
3283,-10499,94609,-8815
2204,-14486,88616,-17096
927,-19339,82933,-25386
5369,-9945,92499,-6663
4301,-13745,86775,-14679
3060,-18412,81370,-22746
6156,-13206,85126,-11998
4950,-17674,79978,-19825
8034,-12888,83782,-9325
6872,-17170,78914,-16880
8612,-16858,77946,-13984
17184,-32214,132536,-36038
14056,-36392,122934,-39237
16003,-31391,131209,-38643
12727,-35405,121241,-41545
14718,-30322,130004,-40885
11304,-34208,119652,-43434
8108,-38780,108926,-46076
17166,-24718,136332,-40080
13578,-29130,129010,-43163
10015,-32903,118311,-45311
6718,-37346,107442,-47985
25763,-53245,13599,552
23008,-54046,16816,-2144
20338,-54952,20028,-5636
12291,-27845,128331,-45046
8740,-31530,117426,-47323
28156,-52964,11300,6959
25294,-53432,14362,4397
22519,-54001,17415,664
16294,-55798,22012,-162
27520,-53032,12124,10734
24618,-53274,15004,6557
18418,-54896,19562,5362
-8434,96326,-65546,-42197
-9184,105050,-61248,-37350
30181,-53217,10253,16763
27146,-53126,12966,12102
20948,-54554,17468,10570
65169,118131,57311,1147
64799,117511,70765,8088
-9938,97084,-65610,-41682
-10893,105815,-61047,-37195
70577,118329,58779,-3652
70029,117367,72057,3717
-8881,90697,-67445,-44678
-10097,97767,-65731,-40885
-11201,106595,-60961,-36628
-12045,115883,-55303,-32399
35819,-36047,67809,41450
38884,-37922,61894,42735
75974,118542,60368,-8511
75243,117247,73489,-867
74004,116656,86524,7629
-7604,91480,-67856,-42844
-9064,98548,-66060,-39365
-28178,181058,86126,21095
-28843,185735,96975,27554
35451,-36931,73267,43765
38989,-38429,67101,46592
42317,-40297,61009,48848
82048,119370,61560,-13265
81123,117753,74513,-5692
79698,116810,87390,3216
-26548,180674,86436,18792
-27060,184972,97390,25680
-27260,189028,108212,33118
36241,-30309,79453,50330
39606,-39420,72982,47506
43049,-40965,66617,51179
87079,118123,75735,-10265
85492,116830,88444,-1360
-22938,180596,86392,16488
-23272,184502,97446,23364
-23277,188179,108349,31118
45636,-41616,72476,50704
49019,-43219,65885,54804
50947,-26455,-3779,16538
51628,-16710,-6374,11352
52102,-6288,-8866,5861
92025,117415,89107,-5810
-18612,183954,97604,20894
-18431,187255,108613,28594
58471,-25077,-6081,18536
59187,-15147,-8413,12920
59687,-4527,-10655,7683
66621,-13793,-10283,14463
67142,-2982,-12268,9493
67837,7463,-13921,4084
10914,89338,-67332,-26375
73740,-12574,-12046,15878
74301,-1577,-13773,11131
81069,-433,-14981,12686
38019,135189,111815,38136
34540,118460,103634,37807
34232,128140,113370,44445
30853,101143,95743,38146
30570,111194,105476,45346
86050,50,48762,16737
98900,14790,57546,24466
100722,14812,65228,21307
33174,-51038,61380,-96132
27509,-51305,49315,-87019
30746,-46010,60296,-96862
25133,-46595,48397,-88113
102243,209671,100957,-37335
98919,205783,108285,-45074
101744,210198,100498,-32749
98465,206483,107515,-40507
95861,196081,113977,-42975
95713,196529,112931,-39011
96050,196968,111872,-34807
96618,197380,110800,-30352
97158,197626,109750,-25812
94462,188130,115308,-30194
95290,188878,113840,-26117
81083,38231,31589,20696
85026,36652,31310,12099
84842,36578,35734,20550
84499,36397,40755,28806
88907,34993,35761,12005
88430,34484,39968,20538
87917,33985,44665,28884
93478,33448,39640,12175
92750,32522,43614,20549
92088,31692,48020,28850
85144,-21120,140590,56817
86079,-26783,141271,49562
120794,212650,71134,39624
107605,153679,109313,-48055
108721,148769,107939,-50858
110271,143911,106181,-53030
111798,138604,104540,-54875
113501,133071,102681,-56388
79844,-22468,139456,56443
80559,-28077,140091,49299
123956,213466,63586,52633
122749,216683,66765,50357
121626,213450,70208,41642
120176,209992,73936,32963
112564,150064,107502,-47310
114222,145098,106076,-49203
115843,139693,104767,-50659
117666,134052,103224,-51674
74296,-23688,138146,55567
74807,-29233,138729,48582
123169,212917,63393,50173
122064,216248,66464,48433
121052,213140,69800,40242
118795,139891,105047,-42354
120725,134143,103825,-42837
68355,-24515,136707,54072
68417,-29991,137259,47062
114681,211223,69657,39450
118676,133068,104528,-33898
61555,-25041,134891,51542
61188,-30382,135374,44935
54058,-24846,132484,48000
53355,-29959,132789,41963
124382,72082,102800,28703
118653,91231,102065,34727
119520,79904,103716,36489
122408,70034,102844,37965
125848,60222,100682,38603
117486,77798,103358,45734
120370,67928,102704,46972
-89294,69594,89012,-2551
-88804,68426,88928,1731
-82728,68564,88852,2973
-74549,73163,86259,-20477
-65941,63747,85137,24757
-63920,63278,82972,29202
-63732,73288,86216,-19630
-64324,73310,87184,-15161
-55082,63832,85088,24564
-53014,63370,82930,29033
-49715,72897,83391,-22525
-50591,73431,86107,-18486
-51183,73463,87099,-14103
-41868,63956,85086,24356
-39791,63493,82911,28834
-39265,73805,85771,-18578
108848,68982,49996,24457
103027,49487,64653,9849
103071,46847,64433,7311
-19610,130032,54490,72708
-25896,124098,57772,72781
-38649,112257,64265,67946
-21161,-42215,36725,-103793
-24035,-38979,31743,-99624
-24641,-38675,35785,-106994
-27645,-35519,30995,-103321
-30587,-32095,25947,-99360
-34068,-28500,25050,-99328
-37817,-25851,26961,-95590
-11221,-9957,55185,-80369
-33386,-24876,24248,-94886
-36892,-22332,26058,-91389
203275,118161,11055,-90219
200852,127584,16912,-97466
198307,137007,24139,-104453
207759,122479,11517,-93932
205157,132093,17209,-100645
202438,141692,24594,-107098
211407,126747,12029,-97194
208632,136540,17556,-103355
205737,146311,25095,-109253
211421,140913,17971,-105527
131144,-130676,65800,26789
44668,29872,189922,38183
53547,142853,157369,-23585
47579,147483,159681,-16241
42339,147315,160121,-7654
50098,149932,159366,-20975
44185,154115,161987,-13482
39240,153354,162824,-4680
34491,152655,163791,3638
29623,152121,165257,11328
40660,160160,165050,-11594
31563,157497,167493,5574
26997,156363,169403,13611
22270,154986,171824,21099
28994,161800,171878,6533
24719,160077,174391,14635
20300,158096,177390,22175
27200,165498,176920,6990
23230,163176,180012,14902
19106,160590,183328,22223
14898,157138,185034,28336
22161,165487,185883,14375
18334,162306,189064,21434
14420,158240,190316,27236
5613,125985,187173,29310
6921,123341,187555,26856
7093,110059,181939,24741
7797,119731,186451,25946
7819,106375,180113,23552
7748,92606,172848,21273
8867,79729,166799,19695
33756,140796,129188,-7920
33204,150446,143890,-8248
9269,103595,177019,23667
9259,89821,169215,21097
10450,76816,162670,19289
31874,144576,134070,-6798
31162,153634,148806,-6697
28542,160046,161170,-4941
30564,148104,138724,-5781
29698,156560,153396,-5124
27050,162442,165636,-2954
28808,159272,157474,-3591
26140,164628,169492,-1053
30613,179459,211873,-4782
25901,183957,219007,-2927
23776,181712,222270,3221
30275,178055,215493,-3288
25369,181795,222763,-934
23328,179152,225784,5409
23627,171405,225747,11963
23729,167789,229133,13564
24462,163724,232496,15182
24859,23945,128905,-11119
27938,25498,122798,-12437
30710,30118,131130,-9546
31672,26620,116602,-13660
34778,31710,125680,-10459
38185,34773,130937,-8327
49572,82350,174984,68750
35816,27588,110658,-14543
39213,33079,120451,-11348
43026,36548,126392,-9157
55825,75215,176245,72640
56806,63412,161748,69021
56756,51340,146924,60968
44031,34491,115379,-11827
48314,38282,121976,-9851
53337,35721,122561,-11931
61874,67902,177680,75730
62729,56107,162645,71681
62547,44297,147269,63390
48939,36091,110483,-12001
53625,40107,117725,-10310
59127,37873,119215,-12789
68165,48851,163595,73330
67890,37520,147622,65031
68007,28091,131453,54442
73082,41882,164486,74082
72724,31154,147902,65973
72828,22464,131178,55499
76930,25152,148276,66215
77026,17168,131010,55892
78237,11737,115057,45191
79259,8133,100375,35073
79817,6213,86611,25474
80017,5805,72979,16024
80794,12332,130780,56496
81850,7634,114122,46138
82588,4760,98604,36379
82832,3568,84018,26738
82710,3882,69528,16948
85653,15411,148373,68142
85694,8830,130428,58145
86521,3295,66795,18135
86019,6413,52287,8136
84049,10149,39615,-38
117529,-9921,205597,-69057
92214,20564,165104,77359
91374,12284,147864,70053
91722,1976,80220,29638
91134,3750,64494,19062
90590,7556,49658,8786
88550,11788,37022,571
83881,14437,30201,-5144
122047,-5883,208717,-71682
97387,26327,180359,83481
98364,17782,164252,79125
97378,10078,146986,71966
93365,13897,35165,553
88698,16704,28506,-5216
127010,-2544,211396,-74352
126868,-10416,213406,-76317
103338,23854,178966,85318
104409,15871,162995,81018
103272,8758,145790,73711
98110,16342,34052,-73
93497,19289,27547,-5947
131977,-8095,216001,-79165
131929,-10781,211015,-73357
131615,-12253,205627,-64060
109097,22281,177097,87346
110262,14884,161312,82824
109056,8344,144226,75230
102776,19178,33632,-810
98237,22277,27297,-6805
137236,-6238,218328,-81363
137190,-9446,213588,-75661
136681,-11431,208315,-66319
126153,-40817,190179,-3725
102499,123027,238643,61214
98648,121688,246358,74229
132162,-37900,198046,-13278
129585,-41857,190909,-4117
126467,-46351,183207,4074
105890,120644,236748,66415
101921,119357,243715,79600
99330,116916,243896,88956
135509,-39065,198681,-13244
132917,-43015,191365,-4337
129799,-47497,183481,3606
98921,108433,203037,48722
108665,118485,234873,71071
104667,117301,241037,84080
102202,114928,240554,93000
104218,107188,236052,94665
138663,-40387,199077,-12628
136072,-44334,191576,-4309
132937,-48807,183493,3177
103684,102134,191500,45835
102509,105901,203619,54100
102642,108982,212400,61340
107514,115662,238258,86860
105173,113343,237195,95025
158232,65292,116712,-38845
164956,63424,124660,-44852
108589,100031,192617,50687
107054,103666,204248,58777
107262,106830,212454,65320
158855,62783,107341,-36091
165824,64904,119512,-38262
172129,62763,127469,-43749
175448,57634,136876,-45578
113055,98243,194009,54786
111218,101836,205080,62573
181553,56411,139883,-43637
116868,91022,180996,52737
116747,97069,195741,58100
114665,100629,206213,65515
186935,54701,142783,-40787
187730,50094,154192,-41579
119684,90628,183520,55043
119251,96657,197735,60464
116967,100131,207685,67420
191616,47372,156474,-37607
192212,7896,206348,-32353
196352,12764,196798,-23503
193652,6428,204532,-26475
190354,-490,211126,-28982
186612,-7916,216604,-30814
183524,-16598,218190,-32855
187331,-8123,214175,-24943
184115,-16449,215821,-26626
202819,30355,146389,4607
201836,26056,156988,1934
186958,-7930,211822,-18532
183628,-15874,213640,-19765
180724,-22326,209600,-18604
201752,32508,136292,12468
201804,27980,145502,9829
200635,23923,156153,6752
185166,-7320,209706,-11397
181777,-14883,211829,-12230
179032,-21260,208194,-11325
176589,-25935,204481,-8860
173916,-31194,201778,-6883
199703,30399,134753,17213
199452,26176,144136,14487
198138,22390,154836,11441
178698,-13368,210306,-3944
176131,-19665,207137,-3289
173828,-24300,203830,-1483
171208,-29582,201424,-511
196484,28752,132916,21764
195929,24829,142479,19300
194481,21341,153169,16632
191977,24017,140347,24305
113714,57084,224960,-10050
112334,54718,226372,-15638
110720,52302,227406,-20996
112669,40313,218849,-27832
107104,61332,235046,-18973
108983,49921,228015,-26047
111074,38182,219184,-33029
105097,58665,235439,-24273
107122,47508,228128,-30894
109376,36054,219058,-37836
103103,56131,235357,-29500
105278,45254,227778,-35595
107682,34056,218436,-42091
104027,43351,227037,-39790
-12923,218311,104911,82906
-30281,-59889,67151,-106426
-22892,-56234,77374,-102355
-26379,-58673,71683,-105960
-29958,-55390,66342,-103805
-22097,-52075,76265,-100136
-25427,-54293,70731,-103403
-28848,-50884,65536,-100795
